caption,commentsCount,dimensionsHeight,dimensionsWidth,displayUrl,id,inputUrl,likesCount,ownerId,ownerUsername,shortCode,timestamp,type,url,location,jam_operasional,hashtags,transcript
"Makan steak unik ukuran jumbo atau steak plus indomie yang pedasnya super nampol, bisa kamu dapetin di @steakprapatan.smr ada berbagai varian steak lainnya juga yang bisa kalian coba loh ✨

@steakprapatan.smr 
📍 Jl. AW Syahrani Bawah Flyover Juanda 
🕐 24 Jam 
💰 tertera di video 

#Steaksamarinda #makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",3,1136,640,https://instagram.fsdu8-2.fna.fbcdn.net/v/t51.2885-15/476921624_3457778647851369_5370134218568503091_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fsdu8-2.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QH7NrRCZ0yjVrnpY9vaezdzluyn_NvjMUa--ybfiaFDJguRREpx4UM1Qruoq3ZaEXw&_nc_ohc=EPc4PSIzF_oQ7kNvwGtjX-A&_nc_gid=bUyvPk_R3qhBStlkx-ppkA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfL4bYxiXVv_o0PJ8HvqyJRLf_Sa6vwxIhf3BBMtXpeg1Q&oe=6830DF55&_nc_sid=10d13b,3565516656480192751,https://www.instagram.com/jalanjalan.makanenak/,133,2332659232,jalanjalan.makanenak,DF7QoIWPYjv,2025-02-11T08:34:25.000Z,Video,https://www.instagram.com/p/DF7QoIWPYjv/,Jl. AW Syahrani Bawah Flyover Juanda,24 Jam,"#Steaksamarinda, #makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda", makan stick unik ukuran besar dengan mi yang pedasnya nampol saking besarnya satu porsi ini cukup sampai dua orang sebelumnya kembali lagi ke jalan-jalan makan enak ya jadi kali ini aku mampir ke wad yang stick perapakan lokasinya ada di jalan awah hapsaharani pas dibawahnya flyover juanda mereka punya menu stick crispy ukuran jumbul ukurannya ini bahkan sampai tangan orang dewasa loh crispy di luar lembut di dalam mereka quest dengan 3 jenis haus bebas pilih jadi mereka ini punya persi plus indomie atau persi crispy jumbul tapi aku rekomendasiin buat pake yang indominya karena minya itu bukan sekedar mi biasa ini mi yang pedasnya nampol banget terus lumayan lama nempel di lidah gitu loh yang juga made by order jadi dipastikan selalu hangat dan fresh matang sampai ke dalam dengan harga yang sangat terjangkau yang bisa kalian cek detailnya di sini ini bisa jadi rekomendasi buat kamu yang pengen makan stick tapi gak bikin kantong cebol jadi gimana? yuk buruan mampir ke stick prapatan sama rindak
"Ayam bakar tanpa tulang kini hadir di @warungping.smr mengunakan paha ayam asli dan bumbu khusus pedas atau manjs, bisa jadi opsi buat kalian para pecinta kuliner di samarinda ✨

@warungping.smr 
📍 Jl. Siradj Salman Seberang Klinik Utama Rahmi 
🕐 24 jam 
💰 tertera di video 

#makanansmr #makanansamarinda #kulinersamarinda #foodsamarinds #jalanjalanmakanenaksamarinda #smrfoodies #warungping",2,1333,750,https://instagram.fvns1-2.fna.fbcdn.net/v/t51.2885-15/476402369_18446842648075233_836838436906379953_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fvns1-2.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QFlLxguxss_noxw9nXwBFbDjshuPlUu_yPzfnw7f3_0WetnmgSRYKPUfwqjxezOJt4&_nc_ohc=TDjR-uSzQsYQ7kNvwElEC_1&_nc_gid=ggKwm8Ii37M-O5Y2tOLFaQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKNFjU6Ra0vl_mrmvL9jDedkkc3paXofRX0FqVzTSItiA&oe=6830BEB5&_nc_sid=10d13b,3561911846388594932,https://www.instagram.com/jalanjalan.makanenak/,281,2332659232,jalanjalan.makanenak,DFuc_PVP3j0,2025-02-06T09:12:45.000Z,Video,https://www.instagram.com/p/DFuc_PVP3j0/,Jl. Siradj Salman Seberang Klinik Utama Rahmi,24 jam,"#makanansmr, #makanansamarinda, #kulinersamarinda, #foodsamarinds, #jalanjalanmakanenaksamarinda, #smrfoodies, #warungping"," Ayam bakar tanpa tulang kini hadir di warung satu ini, di bakar dengan daun pisang memberikan wangi yang menggiurkan apalagi dimakan bareng sambal yang selalu jadi favorit kami sebelumnya kembali lagi ke jalan-jalan, makan enak! Ya, siapa yang nggak tau dengan warung satu ini setelah sukses dengan menu cabai garam yang mereka kali ini ngebuat menu ayam bakar tanpa tulang ini terbuat teripah ayam yang dibakar dengan daun pisang serta bumbu bakaran khusus yang bisa dipilih mau persi pedas ataupun persi manis lagi ngayam yang lembut dan wangi ditambah sambalnya yang selalu jadi favorit kami ini bisa bikin nambah nasi terus melagi mereka juga punya bebek bakar jumbo dengan bebek yang empuk serta bumbu yang meresap sampai ke dalam manis, gurih, dan pasti kenyak! udah tersedia di Grave Food dan Go Food dan ini lisargan yang bisa kalian screen-shoot lokasinya dari jalan sirat Salman pas disebrangnya klinik utama Rahmi jadi jangan lupa mampir ke warung ping sama Rinda"
"Nah kalau bingung mau ajak doi kemana, besok bawa aja ke @uso_square tempat romantis yang cocok buat candle light dinner apalagi ada romantic film dan live accoustic disini loh ✨

@uso_square 
📍 Jl Untung Suropati belakang mcd atau solaria 
🕐 15.00 - 00.00 

#usosquare #candlelightdinner #makanansamarinda #cafesamarinda #smrfoodies #foodsamarinda #kulinersamarinda #foodsamarinda #romantis",0,1136,640,https://instagram.fplu21-1.fna.fbcdn.net/v/t51.2885-15/476297163_29362924186639350_7879005066884066725_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fplu21-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QFsF8UO4ETiG7oPnlkuPuRn9mDeqrMcmcg80RruVLd-5vfWA33wH_GOHOqOvAvjSXg&_nc_ohc=ld-FOnuCXJkQ7kNvwHaNlh8&_nc_gid=nD-AiBkXieyiudrlEBXhTQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJ74o95cOgouHDQBggaw80c8H1fod3qsQt1lFbb2bRCFg&oe=6830E765&_nc_sid=10d13b,3567106437852955565,https://www.instagram.com/jalanjalan.makanenak/,115,2332659232,jalanjalan.makanenak,DGA6GfoPAOt,2025-02-13T13:15:42.000Z,Video,https://www.instagram.com/p/DGA6GfoPAOt/,Jl Untung Suropati belakang mcd atau solaria,15.00 - 00.00,"#usosquare, #candlelightdinner, #makanansamarinda, #cafesamarinda, #smrfoodies, #foodsamarinda, #kulinersamarinda, #foodsamarinda, #romantis", bikin romantis usus square special volunteer kalian bisa ajak orang tersayang buat mampir kesini mulai 14 pepluri 2025 catatanggalnya dan jangan sampai ketinggalan sebelumnya kembali lagi ke Jalan Jalan Makan Enak ya siapa yang gak tau dengan ruko satu ini tempat romantis yang indah dengan pemandangan sungai mahakam nongkrong dipinggir sungai nya aja udah asik banget apalagi debut cembatan mahakam yang super keren di saat malam tambah lagi ada banyak tenan yang tersedia disini mulai dari makanan minuman bahkan perkopian pun juga ada makanya super keren ini di dukung berbagai tenan seperti omah mijo mak suka kunyak 1988 poca niskala kopi coma hola ice dream monadawet dapur mu safety ngayam sama rinda serta bakso sisa arabian dan ada play car buat anak juga kalian juga bisa bermenjit ski atau potong namut keren di jordan hair studio bahkan premium car wash pun juga tersedia di tempat satu ini nah special valentine kalian bisa ajak pasangan kalian buat candlelight dinner disini karena bakalan ada romantik film serta akustik special dengan berbagai promo kappel dari masing-masing tenan lokasi usu square ada di jalan untung suro pati pas di belakangnya MACD atau di belakang solaria jadi jangan lupa mampir ke ruko usu square sama rinda
"Nasi kuning bumbu habang di jakarta, akhirnya kesampaian juga nih rindu nasi kuning yang rasanya kaya di samarinda, bumbunya itu loh yang sebenarnya jadi favorit, pedas manis tapi teta gurih apalagi lauk disini juga besar besar ✨

@sotobanjarlarismanis 
📍 Jl. Lebak Bulus 1 Jakarta Selatan 
🕐 dari jam 08.00 
💰 tertera di video 

#nasikuning #nasikuningjakarta #nasikuningsamarinda #makanansmr #kulinerjakarta #kulinerjaksel #kulinerjakartaselatan #jktfoodbang",23,1136,640,https://scontent-man2-1.cdninstagram.com/v/t51.2885-15/478822589_1039043711380340_8438645902256004183_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEqGXWKw9Qo8r1Q4AC1-dt_VeoaAxIxoud1PDi12yP_oMnGGHVwKCZaFSBYn321X98&_nc_ohc=vrZCOb8mDUMQ7kNvwGxt1XW&_nc_gid=peyOMoguog-ohYXuyMKxhw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfI93VHFNIRhk6YJbmAfqxetdK-eVRmeVL_gMG1HWZz_eg&oe=6830C783&_nc_sid=10d13b,3568233214268878367,https://www.instagram.com/jalanjalan.makanenak/,217,70277906961,jalanjalanmakanenak.jkt,DGE6TP8Py4f,2025-02-15T02:31:46.000Z,Video,https://www.instagram.com/p/DGE6TP8Py4f/,Jl. Lebak Bulus 1 Jakarta Selatan,dari jam 08.00,"#nasikuning, #nasikuningjakarta, #nasikuningsamarinda, #makanansmr, #kulinerjakarta, #kulinerjaksel, #kulinerjakartaselatan, #jktfoodbang"," Bah, merinda banger ini bumbunya. Akan nasi kuning bumbu habang tapi bukan di Samarinda, ini tuh di Jakarta dan rasanya gimana ya. Sebelumnya, kembali lagi ke Jalan-Jalan, makan enak. Ya jadi kali ini aku tuh nyobain nasi kuning bumbu habang di Jakarta. Warung ini tuh namanya Soto Banjar Larismanis. Hanya buka selama weekend dan seperti yang kita tau, yang spesial dari nasi kuning bumbu habang itu jelas dari bumbunya yang dibuat merah. Sekilas ternyata seperti Balado tapi ini tuh ga pedes sama sekali. Karena ini cuma pakai cabai kering, bawang merah, bawang putih, dan kayu manis untuk aroma wanginya jadi full rempah dengan lauk telur dan ayak. Kayaknya di sini ga ada ikan harwan atau ikan gabus, kalau ada sih bakal makin debes banget. Cucok banget buat ngobatin rindu masakan has nasi kuning di Samarinda, apalagi di sini juga ada Soto Has Banjar yang kuahnya gurih dan mantep. Dokasinya ada di Jalan-Lebak, Bulu 1, dekat dengan maya pada hospital, atau gampangnya cek aja di Google Maps. Jadi jangan lupa mampir ke Soto Banjar Larismanis Jakarta."
"Cafe Estetik dengan view sungai mahakam dari @demidonat.id ini asik banget buat sekedar nongkrong sambil menikmatin sunset apalagi ditemani berbagai menunya mulai dari makanan ringan sampai berat semuanya juga menggiurkan loh ✨

@demidonat.id 
📍 Loajanan, Samarinda 

#donatsamarinda #cafesamarinda #smrfoodies #foodsamarinda #rotisamarinda #kulinersamarinda #demidonat #jalanjalanmakanenaksamarinda",7,1136,640,https://instagram.fagr2-1.fna.fbcdn.net/v/t51.2885-15/476736532_1534613340697882_6380926986613141817_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fagr2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QE9ybDYmGuGo8ccxTQlFBUFBc8ROrvRF91idsklz8qd6QbdMQ23FIWgdfV7RGcVC_8&_nc_ohc=stSereBnJMYQ7kNvwHbXKXg&_nc_gid=QgUZqzp6xwgWd18MR-gu4g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfL0TCbDLiH1lQTPVx-0Zxjl2_UwPFxIb5QkEtHYyOfNAw&oe=6830B61F&_nc_sid=10d13b,3562653606626494168,https://www.instagram.com/jalanjalan.makanenak/,307,2332659232,jalanjalan.makanenak,DFxFpRYvIbY,2025-02-07T09:47:42.000Z,Video,https://www.instagram.com/p/DFxFpRYvIbY/,"Loajanan, Samarinda",,"#donatsamarinda, #cafesamarinda, #smrfoodies, #foodsamarinda, #rotisamarinda, #kulinersamarinda, #demidonat, #jalanjalanmakanenaksamarinda"," Perjalanan jauh terbayarkan ketika sampai di cafe satu ini, view sunset yang memanjakan mata bisa menikmati hidangan dengan pemandangan sungai mahakam. Sebelumnya, kembali lagi ke Jalan Jalan, MAKAN ENAK! Jadi kali ini aku ada di demi donut lojanan sama Rinda, ada di Jalan Cipto Mangun Kusumo, Simpang 3, tempatnya bisa cek aja di Google Maps. Ini ada dua lanta yang luas, estetik, dan menarik. Di tempat satu ini, gak cuma tersedia donut, tapi juga ada berbagai menu yang lebih lengkap, apalagi mereka ada promo Imlex, tiap pembelian 50 ribu produk demi donut, dapat free roti gembong khusus pengguna BRI, yang bisa kalian cek detailnya di sini. Lanjut ke lantai dua, di sini kalian bisa nongkrong asik sambil menikmati view sunset sungai mahakam di temani berbagai menu mereka. Dimulai dari demi noodle, ada yang salty dan sweet, fabric kami yang satu ini, karena teks turninya yang kenyal, ditambah rasa pedas manis yang oke banget. Gak lupa kami juga pesan donutnya, donut lembut dengan berbagai topping, ada milo, strawberry dusting, white almond, milky, coklat, dan oreo. Semuanya mantap, tapi aku paling suka yang white almondnya. Ditutup dengan snack platernya, ping lava dan lechiti yang ngegerin, demi donut ini punya banyak cabang, ada di peramuka, dokter Sutomo, tengkawang, lobakung, repolusi, sirat salmon, dan di PMNOR. Jadi gimana, yuk, buruan mampir ke demi donut sama rinda."
"Baru datang aja antriannya udah gak masuk akal di @jajanpanglima cabang loajanan, emang cemilan legendaris ini sekalu jadi juara sih, gak cuma rotinya yang lembut tapi berbagai cemilannya juga ada banyak sekali variannya ✨

@jajanpanglima 
📍 Jl. Cipto Mangunkusumo Simpang 3 loajanan gak jauh dari diy 
💰 tertera di video 

#rotisamarinda #cemilansamarinda #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",0,1136,640,https://instagram.fcxj2-1.fna.fbcdn.net/v/t51.2885-15/476977988_602761799054801_3715778799567192045_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fcxj2-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QHLkVELHcT9G7_buSlX423OgEeruK78f0hKcQZ3PnQDOH_GxMwmq6qeuIVeYcp0seM&_nc_ohc=zIF5ejQlZDEQ7kNvwFDloAG&_nc_gid=fEswoJF_4T5YS9AkVZcVDQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLYyx0Nj-bYO0d5jq6wVBDZOAFiYWFch1tCqAUYh2ezYA&oe=6830DFDD&_nc_sid=10d13b,3564060404835208296,https://www.instagram.com/jalanjalan.makanenak/,207,2332659232,jalanjalan.makanenak,DF2Fg4UPMxo,2025-02-09T08:24:02.000Z,Video,https://www.instagram.com/p/DF2Fg4UPMxo/,Jl. Cipto Mangunkusumo Simpang 3 loajanan gak jauh dari diy,,"#rotisamarinda, #cemilansamarinda, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda"," baru datang aja, antriannya udah sepanjang ini nih emang sih, cemilan legend dari roti gembung pang 5 ga pernah kehilangan penikmatnya apalagi special grain opening mereka launching produk baru yang ga boleh kalian lewati sebelumnya kembali lagi ke Jalan Jalan makan enak ya, jadi kali ini aku mampir ke grain opening cabang baru dari roti gembung pang 5 lokasinya ada di jalan cipto mangun kusumo simpang 3 lojanan tempatnya ga jauh dari DIY gua mulai dari jam setengah 7 pagi sampe jam 10 malam begitu sampe udah panjang sekalian buat menikmati cemilan 1 ini karena selain roti mereka juga launching produk baru ada pisang bolen durian, risol solo, dan bak pia basah dengan diskon bak pia dari 30 ribu jadi cuma 25 ribu yang satu kotaknya itu udah isi 12 terus nih, aneh ke cemilan juga ada di sini mulai dari pia, bolen, donut, pizza slice untuk-untuk dan pastinya roti gembung, aku rekomendasiin banget buat kalian cobain roti gembung yang rasa milo rotinya itu lembut banget dan manisnya juga pas bikin lagi buat gemil terus, kalau suka yang asin ada juga roti sosis meleleh dan kari meleleh menggunakan potongan ayam kecil di tambah kejuh yang ditorj ini meletak banget sampai kedala here ada juga brownies dengan berbagai topping yang cuwi serta kalian bisa juga lho pesan berbagai cemilan lain yang tersedia di tempat satu ini, ini besar ga yang bisa kalian screensuit jadi jangan lupa mampir ke roti gembung pang 5 lojanan sama rinda"
"Kapan lagi beli dimsum murah dengan 3 saos pilihan bebas pilih di @scorpics.food favorit mimin di saos bologneis nya yang creamy gurih dan berdaging gitu, kalau kalian suka mentai bisa juga nih cobain yang versi saos mentainya ✨

@scorpics.food 
📍 Hanya Online 
🕐 09.00 - 21.00 

#dimsum #dimsumsamarinda #makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",3,1136,640,https://scontent-atl3-1.cdninstagram.com/v/t51.2885-15/475588893_1658878645019503_1384919282213616251_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFks-4tBZqfyy-sN-LMjJcp1P1mJZC8a2L12GofB0oZLcZbaWAiy9XsMHJw5WF9PEA&_nc_ohc=a3ezyr19oEAQ7kNvwF-KDnn&_nc_gid=7L6aORfsnRohuCEcj67C4A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJ1YVnC149vBh_-C6R0wh2RSkVxqnoHBIhMsrrcZvVXoA&oe=6830D5F7&_nc_sid=10d13b,3555944285163439687,https://www.instagram.com/jalanjalan.makanenak/,169,2332659232,jalanjalan.makanenak,DFZQHy2P0ZH,2025-01-29T03:35:24.000Z,Video,https://www.instagram.com/p/DFZQHy2P0ZH/,Hanya Online,09.00 - 21.00,"#dimsum, #dimsumsamarinda, #makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda"," Sore-sore, nongkrong dipinggir sungai gini emang paling mantap. Apalagi ditemani dimesam homemade dari Skorpix Food. Star dari 2-3 bulan perbijinya dengan 3 varian saus yang menggiurkan. Sebelumnya, kembali lagi ke Jalan-Jalan, makan enak. Ya, jadi kemarin aku nongkrong dipinggir sungai tenggarong, ditemani cemilan mantap dari Skorpix Food, mereka berjuangan secara online melalui sosial media atau kontak yang tersedia. Ini tuh dimesam fresh yang dibuat homemade, bukan frozenan gitu. Terus punya 6 topping pilihan, ada Ori Wartel, Nori, Sosi, Keju, Crepe Stick dan Moja. Napat free cocolan yang bisa kalian pilih, ada saus Thailand yang manis asam guri, terus chili oil yang lumayan pedas, dan pampu rita kuada di saus bolok nisnya yang creamy, guri, dan berdaging. Ini tuh tipikal dimesam yang nggak banyak tepung, jadi ayamnya berasa banget makin lengkap mereka juga punya varian dimesam saus mentai. Bakal cocok banget khususnya buat kalian para pecinta dimesam. Dengan harga cuma 2-3.000 perbijin, menurutku ini tuh definisi makan. Keduga ready setiap hari dari jam 9 pagi sampai jam 9 malam, bisa dambil keruma atau pengantaran lewat kurir. Ini harganya yang bisa kalian spritzut, jadi jangan lupa order dimesam Skorpix Food sama rinda."
"Kenapa kulit crispy nya @mimichicken.official cepat bener habis sih 😭

#makanansmr #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",1,1136,640,https://instagram.fagc3-1.fna.fbcdn.net/v/t51.2885-15/475262925_629816926187443_9137256571439224188_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fagc3-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QH3Y7kty1wFiPOu0cx_p7ZOUVhLEOLHU8SiPZnIenW2aS1UrT5Yd67ig-C2NAvDPmVYCjEcVF441j0YgQOu-1BH&_nc_ohc=o7NJ4w7vXPAQ7kNvwEey48H&_nc_gid=egvWXSmi_2nYGnb8PRujQw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIr537jEuT6ew-XPCdZfKCT5O86NJyfhFOb3JEqpqYJpA&oe=6830D8B7&_nc_sid=10d13b,3554734344154938702,https://www.instagram.com/jalanjalan.makanenak/,83,2332659232,jalanjalan.makanenak,DFU9A1ePH1O,2025-01-27T11:34:22.000Z,Video,https://www.instagram.com/p/DFU9A1ePH1O/,,,"#makanansmr, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda", I like me better when I'm with you I like me better when I'm with you I need a friend
"‼️Bagi bagi FREE FACIAL untuk 5 pemenang dengan syarat : 
1. Follow Instagram @airaskinclinic & @jalanjalan.makanenak 
2. Share postingan ini di Instagram story dan tag @airaskinclinic 
3. Alasan ingin facial di Aira skin clinic di kolom komentar 
4. Save, like dan comment postingan @airaskinclinic sebanyak2nya
5. Is google form ""giveaway free facial"" pada link di bio @airaskinclinic 
6. Pemenang akan diumumkan di Instagram story tgl 31 Januari 2025
 
Pastikan bahwa kamu merupakan : 
- Wanita tidak berjerawat
- Usia 17 tahun keatas (KTP/sok dibawa saat datang ke Aira skin clinic)
- Belum pernah treatment di Aira skin clinic dan bisa hadir di klinik cabang Samarinda

Buat yang belum beruntung bisa pakai kode voucher: V2013JJME untuk dapetin diskon 5% all treatment dan product (khusus member baru cowok/cewek), berlaku hingga 28 Februari 2025

#klinikaira #klinikkecantikam #klinikperawatan #kliniksamarinda #cantiktidakharusmahal #airaskinclinic #klinikairasamarinda #klinikkecantikansamarinda #klinikperawatansamarinda #freefacial #giveawayindonesia #giveawayfacial",1,1136,640,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/474870827_1129971978863525_4463294395947407037_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFWqTdgf51XPD5OirXoNBvE1apjR1wpXJ7gqcfz9a34JdGXrly7FmPJ83OP_dUtaqY&_nc_ohc=2JWl_qGKPY8Q7kNvwFoGgu8&_nc_gid=PnqNb1CKCBdK-TkwDguodg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIiIRoOtlsWkLIQN3jtBNbP5G3sLY0cQSvuurKfPRBQpg&oe=6830E861&_nc_sid=10d13b,3553211691418053838,https://www.instagram.com/jalanjalan.makanenak/,55,2332659232,jalanjalan.makanenak,DFPizUmvOzO,2025-01-25T09:08:57.000Z,Video,https://www.instagram.com/p/DFPizUmvOzO/,,,"#klinikaira, #klinikkecantikam, #klinikperawatan, #kliniksamarinda, #cantiktidakharusmahal, #airaskinclinic, #klinikairasamarinda, #klinikkecantikansamarinda, #klinikperawatansamarinda, #freefacial, #giveawayindonesia, #giveawayfacial"," Tonton video ini sampai habis karena aku bakal bagiin free facial untuk rima pemenang dimana lagi kalau bukan di air skin clinic klinik kecantikan yang udah punya 10 cabang tersebar di seluruh Indonesia termasuk salarinda sebelumnya kembali lagi ke Jalan Jalan Makan Enak Ya sebagai seorang creator makanan pergi dari satu titik ke titik lain buat explore kulineran, bikin muka jadi gampang terpapar debu, polusi dan kadang terlihat Lelakannya perawatan wajah menjadi bagian penting dalam menjaga kesimbangan gaya hidup Nah untungnya ada air skin clinic ini tolong kasinya ada di Jalan Pahlawan posisinya pas di sebrang bangman diri Ruang tunggu nya luas berase dan udah BPOM dan bersertifikasi halal MUI Pelayanan dari staffnya juga super ramah begitu datang kita akan dikonsultasikan langsung oleh dokter berpengalaman untuk mengetahui kondisi kulit wajah kita Nah kali ini kami ngambil treatment facialnya pertama di cleansing terlebih dahulu sambil di steam lalu dilanjut dengan scrubbing biar wajah tereksfoliasi terus proses vacuum untuk mengangkat komedo serta dimaksimalkan dengan ekstraksi komedo untuk memersihkan komedo dari pori-pori wajah ditambah haik frekuensi biar meregenerasi wajah terus di mesaj biar wajah makin relax Terakhir ditutup dengan masker toner serta sunblock ini tampak before dan after setelah perawatan jadi lebih cerah dan segar serta aku juga mau bagi treatment gratis untuk 5 orang pembeliang serta ketentuan bisa cek di kFCM jadi jangan lupa mampir ke Ayana Skin Clinic Samarinda"
"Kemaren nyobain bebek ganas JM cabang dari papua, sambal bawang mereka beneran ganas sih apalagi bebeknya juga super empuk dan gampang dipotek, belum lagi untuk lalapannya ada 3 jenis sambal bebas pilih jadi makin banyak pilihan ✨

@bebek_ganas_jm 
📍 Jl. Jendral sudirman dekat masjid kantor gubernur 
🕐 10.00 - 00.00 
💰 tertera di video 

#makanansmr #lalapansamarinda #makanansamarinda #kulinersamarinda #smrfoodies #foodsamarinda #jalanjalanmakanenaksamarinda",7,1136,640,https://instagram.fcps3-1.fna.fbcdn.net/v/t51.2885-15/474748706_1711584260240024_8093563336105799667_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fcps3-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGCDn-YzDu0CSIPxRjI000qIt-CCm4_cm7_OAMHmArBW4a40rd6Kt6fDJPUiFR8-wqdkxrcuTt-olewbJsY0z9M&_nc_ohc=79qN6jsUMSUQ7kNvwGWUORM&_nc_gid=dvcr6PPjFBFkqksEPXjb9w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIxy8PPuheVolqbqRafCYPIkGoR3xw1asKIgA3jpp5dow&oe=6830B5EC&_nc_sid=10d13b,3551071465006606740,https://www.instagram.com/jalanjalan.makanenak/,915,2332659232,jalanjalan.makanenak,DFH8K7bvqmU,2025-01-22T10:14:07.000Z,Video,https://www.instagram.com/p/DFH8K7bvqmU/,Jl. Jendral sudirman dekat masjid kantor gubernur,10.00 - 00.00,"#makanansmr, #lalapansamarinda, #makanansamarinda, #kulinersamarinda, #smrfoodies, #foodsamarinda, #jalanjalanmakanenaksamarinda"," penasaran dengan namanya karena cabang dari Papua ternyata sesuai namanya, Bebek Ganas disini itu sambalnya beneran Ganas sebelumnya kembali lagi ke jalan-jalan BAKAN ENAK ya jadi kali ini aku mampir ke Bebek Ganas J.M. berlokasi di jalan general sudirman gak jauh dari mesjid kantor gubernur 1 ini udah berjualan 10 tahun di Papua sekarang meleberkan sayapnya ke Samarinda mereka ini spesialis lalapan aku nyobain beberapa menunya dimulai dari menu favorit ya itu Bebek Ganasnya ini itu tipo Bebek yang super empuk gampang banget dipotek dengan sambal bawangnya yang bikin beda dari warnanya aja udah menarik banget berasa seperti makan ayam gemuk tapi persi pedasnya kecinta Bebek dijamin kalian udah bakal nyesel deh buat nyobain Bebek disini terus ada juga nasi goreng dengan sambal bawangnya masak fresh langsung ketika order begitu makanya ada tekstur kranci dari bawangnya yang lumayan banyak ditambah campuran ayam dan telur bikin makan jadi makin nikmat terus mereka juga punya berbagai lalapan yang bisa pilih 3 jenis sambal ada sambal mentah, sambal masak, sambal hijau yang dibuat on the spot juga jadi dijamin semuanya bakal fresh dengan ayam dan ikan yang digoreng kering tambah kol goreng serta putih goreng ini tuh definisi makan nikmat deh ini wisarganya yang bisa kalian screenshoot udah tersedia di grape food, go food dan maksim food jadi jangan lupa mampir ke Bebek Ganas GM Samarinda"
